"Date","Capital","Return(%)"
"Jan 2022",1734337.4385392636,-7.197078467135443
"Feb 2022",1654646.536595392,-4.594890254516482
"Mar 2022",1742298.807615437,5.297341098625141
"Apr 2022",1534429.9878352734,-11.930721577239634
"May 2022",1491112.6098353192,-2.8230273354514446
"Jun 2022",1365454.8768878372,-8.42711221933532
"Jul 2022",1528428.7725740653,11.93550211323573
"Aug 2022",1446294.975746702,-5.3737405563911045
"Sep 2022",1306359.3461293327,-9.675455696381885
"Oct 2022",1350186.0934000365,3.3548768492038583
"Nov 2022",1400483.6992069166,3.7252350659471523
"Dec 2022",1280116.936972253,-8.594656424978474
"Jan 2023",1395731.9938466332,9.031601218231987
"Feb 2023",1385248.3754289108,-0.7511197324372887
"Mar 2023",1503176.400969423,8.513132203024476
"Apr 2023",1551712.7012371754,3.228915797004972
"May 2023",1642170.0821737815,5.829518625740748
"Jun 2023",1757103.8720720066,6.998896834491375
"Jul 2023",1814461.7466195868,3.2643417079232018
"Aug 2023",1807820.3973890063,-0.3660231053618901
"Sep 2023",1722714.2943669732,-4.707663612212243
"Oct 2023",1697719.6360276414,-1.4508881955098807
"Nov 2023",1850301.8899346746,8.987482424603876
"Dec 2023",1889794.3755322443,2.134380654984036
"Jan 2024",1969775.4757325766,4.232264696935939
"Feb 2024",2115966.642811393,7.421717291126617
"Mar 2024",2162956.304884167,2.2207184707950356
"Apr 2024",2098972.558210695,-2.958161777424262
"May 2024",2265575.357250822,7.937350032920398
"Jun 2024",2430154.97398818,7.264362944743041
"Jul 2024",2406661.7467497448,-0.9667378208345401
"Aug 2024",2459116.5086520957,2.1795651995213827
"Sep 2024",2519612.7315863064,2.4600795741626102
"Oct 2024",2513398.9387252904,-0.2466169813765018
"Nov 2024",2656645.7298719394,5.699325679643152
"Dec 2024",2724046.0220192904,2.5370447925926465
